Tool,Version,Category,URL
"dorkme","57.0a7017a","blackarch-scanner","https://github.com/blueudp/DorkMe"
"dorknet","58.419d6a2","blackarch-webapp","https://github.com/NullArray/DorkNet"
"dorkscout","1.0.r13.gdd87daf","blackarch-automation","https://github.com/R4yGM/dorkscout"
"dotdotpwn","3.0.2","blackarch-exploitation","http://dotdotpwn.blogspot.com"
"dotpeek","2021.3.3","blackarch-windows","https://www.jetbrains.com/decompiler/"
"dpeparser","beta002","blackarch-cracker","http://www.toolswatch.org/dpe/"
"dpscan","0.1","blackarch-scanner","https://github.com/insaneisnotfree/Blue-Sky-Information-Security"
"dr-checker","140.ea63c0f","blackarch-exploitation","https://github.com/ucsb-seclab/dr_checker"
"dr0p1t-framework","44.db9bc2d","blackarch-backdoor","https://github.com/D4Vinci/Dr0p1t-Framework"
"dracnmap","69.09d3945","blackarch-automation","https://github.com/screetsec/Dracnmap"
"dradis-ce","5575.ed72071c","blackarch-recon","http://dradisframework.org/"
"dragon-backdoor","7.c7416b7","blackarch-backdoor","https://github.com/Shellntel/backdoors"
"driftnet","v1.3.0.r13.ge492335","blackarch-scanner","http://www.ex-parrot.com/~chris/driftnet/"
"drinkme","19.acf1a14","blackarch-exploitation","https://github.com/emptymonkey/drinkme"
"dripcap","0.6.15","blackarch-networking","https://github.com/dripcap/dripcap"
"dripper","v1.r1.gc9bb0c9","blackarch-scanner","http://www.blackhatlibrary.net/Dripper"
"droopescan","1.45.1","blackarch-webapp","https://github.com/droope/droopescan"
"drozer","2.4.4","blackarch-mobile","https://github.com/mwrlabs/drozer"
"drupal-module-enum","11.525543c","blackarch-webapp","https://github.com/Tethik/drupal-module-enumeration"
"drupalscan","0.5.2","blackarch-webapp","https://rubygems.org/gems/DrupalScan/"
"drupwn","59.8186732","blackarch-webapp","https://github.com/immunIT/drupwn"
"dscanner","0.15.2","blackarch-code-audit","https://github.com/dlang-community/D-Scanner"
"dsd","91.7ee04e5","blackarch-misc","https://github.com/szechyjs/dsd"
"dsd-fme","2024","blackarch-misc","https://github.com/lwvmobile/dsd-fme"
"dsfs","36.8e9f8e9","blackarch-webapp","https://github.com/stamparm/DSFS"
"dshell","142.695c891","blackarch-forensic","https://github.com/USArmyResearchLab/Dshell"
"dsjs","32.26287d0","blackarch-webapp","https://github.com/stamparm/DSJS"
"dsniff","2.4b1","blackarch-sniffer","https://www.monkey.org/~dugsong/dsniff/"
"dsss","123.84ddd33","blackarch-webapp","https://github.com/stamparm/DSSS"
"dsstore-crawler","7.efa51f5","blackarch-webapp","https://github.com/anantshri/DS_Store_crawler_parser"
"dsxs","130.3e628b6","blackarch-webapp","https://github.com/stamparm/DSXS"
"dtp-spoof","5.3ae05fc","blackarch-networking","https://github.com/fleetcaptain/dtp-spoof"
"dublin-traceroute","344.f9b1853","blackarch-networking","https://github.com/insomniacslk/dublin-traceroute"
"ducktoolkit","37.42da733","blackarch-exploitation","https://github.com/kevthehermit/DuckToolkit"
"dumb0","19.1493e74","blackarch-automation","https://github.com/0verl0ad/Dumb0"
"dump1090","386.bff92c4","blackarch-networking","https://github.com/MalcolmRobb/dump1090"
"dumpacl","0.1","blackarch-windows","http://www.systemtools.com/cgi-bin/download.pl?DumpAcl"
"dumpsmbshare","21.9fd4d5b","blackarch-misc","https://github.com/p0dalirius/DumpSMBShare"
"dumpusers","1.0","blackarch-windows","https://vidstromlabs.com/freetools/dumpusers/"
"dumpzilla","03152013","blackarch-forensic","http://www.dumpzilla.org/"
"duplicut","2.2","blackarch-misc","https://github.com/nil0x42/duplicut"
"dutas","10.37fa3ab","blackarch-binary","https://github.com/dungtv543/Dutas"
"dvcs-ripper","54.2c1bbc6","blackarch-scanner","https://github.com/kost/dvcs-ripper"
"dwarf","1084.fd859ae","blackarch-binary","https://github.com/iGio90/Dwarf"
"dynamorio","9.0.19046","blackarch-binary","https://github.com/DynamoRIO/dynamorio"
"eapeak","130.9550d1c","blackarch-wireless","https://github.com/securestate/eapeak"
"eaphammer","v1.14.1.r0.g91e8956","blackarch-wireless","https://github.com/s0lst1c3/eaphammer"
"eapmd5pass","3.3d5551f","blackarch-cracker","http://www.willhackforsushi.com/?page_id=67"
"easy-creds","45.bf9f00c","blackarch-automation","https://github.com/brav0hax/easy-creds"
"easyda","7.0867f9b","blackarch-automation","https://github.com/nccgroup/easyda"
"easyfuzzer","3.6","blackarch-fuzzer","http://www.mh-sec.de/downloads.html.en"
"eazy","0.1","blackarch-scanner","http://packetstormsecurity.com/files/117572/EAZY-Web-Scanner.html"
"ecfs","305.1758063","blackarch-binary","https://github.com/elfmaster/ecfs"
"edb","3255.64fca61f","blackarch-debugger","https://github.com/eteran/edb-debugger/"
"eggshell","157.eaeeea7","blackarch-backdoor","https://github.com/neoneggplant/EggShell"
"eigrp-tools","0.1","blackarch-sniffer","http://www.hackingciscoexposed.com/?link=tools"
"eindeutig","20050628_1","blackarch-forensic","http://www.jonesdykstra.com/"
"electric-fence","2.2.5","blackarch-debugger","https://packages.debian.org/sid/electric-fence"
"elettra","1.0","blackarch-misc","http://www.winstonsmith.info/julia/elettra/"
"elettra-gui","1.0","blackarch-misc","http://www.winstonsmith.info/julia/elettra/"
"elevate","27.1272d51","blackarch-recon","https://github.com/Healdb/Elevate"
"elfkickers","3.2","blackarch-binary","https://www.muppetlabs.com/~breadbox/software/elfkickers.html"
"elfparser","7.39d21ca","blackarch-binary","https://github.com/jacob-baines/elfparser"
"elfutils","0.192","blackarch-binary","https://sourceware.org/elfutils/"
"elidecode","48.38fa5ba","blackarch-reversing","https://github.com/DeveloppSoft/EliDecode"
"elite-proxy-finder","51.1ced3be","blackarch-proxy","https://github.com/DanMcInerney/elite-proxy-finder"
"email2phonenumber","29.9df9dbe","blackarch-social","https://github.com/martinvigo/email2phonenumber/"
"emldump","0.0.11","blackarch-forensic","https://blog.didierstevens.com/my-software/#emldump"
"emp3r0r","v1.38.3.r0.g7d442f6","blackarch-automation","https://github.com/jm33-m0/emp3r0r"
"empire","3458.8f41087f","blackarch-automation","https://github.com/BC-SECURITY/Empire"
"enabler","1","blackarch-cracker","http://packetstormsecurity.org/cisco/enabler.c"
"encodeshellcode","0.1b","blackarch-exploitation","http://packetstormsecurity.com/files/119904/Encode-Shellcode.1b.html"
"ent","1.0","blackarch-misc","http://www.fourmilab.ch/random"
"enteletaor","68.a975b5c","blackarch-exploitation","https://github.com/cr0hn/enteletaor"
"entropy","702.13aac50","blackarch-exploitation","https://github.com/entynetproject/entropy"
"enum-shares","7.97cba5a","blackarch-scanner","https://github.com/dejanlevaja/enum_shares"
"enum4linux","0.9.1","blackarch-recon","http://labs.portcullis.co.uk/application/enum4linux/"
"enum4linux-ng","422.70c6ea1","blackarch-recon","https://github.com/cddmp/enum4linux-ng"
"enumerate-iam","14.4529114","blackarch-recon","https://github.com/andresriancho/enumerate-iam"
"enumerid","36.d3e7265","blackarch-recon","https://github.com/Gilks/enumerid"
"enumiax","1.0","blackarch-scanner","http://sourceforge.net/projects/enumiax/"
"enyelkm","1.2","blackarch-backdoor","http://www.enye-sec.org/programas.html"
"eos","16.47f0086","blackarch-webapp","https://github.com/synacktiv/eos"
"epicwebhoneypot","2.0a","blackarch-webapp","http://sourceforge.net/projects/epicwebhoneypot/"
"erase-registrations","1.0","blackarch-voip","http://www.hackingexposedvoip.com/"
"eraser","6.2.0.2992","blackarch-windows","https://eraser.heidi.ie/download/"
"eresi","1291.4769c175","blackarch-binary","https://github.com/thorkill/eresi"
"erl-matter","53.ab793cd","blackarch-exploitation","https://github.com/gteissier/erl-matter"
"espionage","48.2d57edd","blackarch-sniffer","https://github.com/josh0xA/Espionage"
"eternal-scanner","101.3979b0f","blackarch-scanner","https://github.com/peterpt/eternal_scanner"
"etherape","0.9.20","blackarch-networking","http://etherape.sourceforge.net/"
"etherchange","1.1","blackarch-windows","https://vidstromlabs.com/freetools/etherchange/"
"etherflood","1.1","blackarch-windows","http://ntsecurity.nu/toolbox/etherflood/"
"ettercap","0.8.3.1","blackarch-sniffer","https://www.ettercap-project.org/"
"evil-ssdp","96.0d41a11","blackarch-spoof","https://gitlab.com/initstring/evil-ssdp"
"evil-winrm","v3.7.r0.gffe958c","blackarch-exploitation","https://github.com/Hackplayers/evil-winrm"
"evilclippy","62.fa610c6","blackarch-exploitation","https://github.com/outflanknl/EvilClippy"
"evilginx","3.3.0","blackarch-social","https://github.com/kgretzky/evilginx2"
"evilgrade","2.0.9","blackarch-misc","https://github.com/infobyte/evilgrade"
"evilize","0.2","blackarch-cracker","http://www.mathstat.dal.ca/~selinger/md5collision/"
"evillimiter","36.46d2033","blackarch-networking","https://github.com/bitbrute/evillimiter"
"evilmaid","1.01","blackarch-cracker","http://theinvisiblethings.blogspot.com"
"evilpdf","5.43696a8","blackarch-backdoor","https://github.com/thelinuxchoice/evilpdf"
"evine","42.46051de","blackarch-webapp","https://github.com/saeeddhqan/evine.git"
"evtkit","8.af06db3","blackarch-forensic","https://github.com/yarox24/evtkit"
"exabgp","5269.11a15c9c","blackarch-networking","https://github.com/Exa-Networks/exabgp"
"exe2hex","1.5.1.r6.ge563b35","blackarch-disassembler","https://github.com/g0tmi1k/exe2hex"
"exe2image","1.1","blackarch-backdoor","https://github.com/OsandaMalith/Exe2Image"
"exescan","1.ad993e3","blackarch-binary","https://github.com/cysinfo/Exescan"
"exiflooter","39.0c9535f","blackarch-forensic","https://github.com/aydinnyunus/exifLooter"
"exitmap","373.8155029","blackarch-recon","https://github.com/NullHypothesis/exitmap"
"expimp-lookup","4.79a96c7","blackarch-binary","https://github.com/tr3w/ExpImp-Lookup"
"exploit-db","1.6","blackarch-exploitation","http://www.exploit-db.com"
"exploitdb","20240829","blackarch-exploitation","https://www.exploit-db.com/"
"exploitpack","139.e565c47","blackarch-exploitation","https://github.com/juansacco/exploitpack"
"expose","1110.30264af","blackarch-binary","https://github.com/ExpoSEJS/ExpoSE"
"exrex","149.b91c075","blackarch-misc","https://github.com/asciimoo/exrex"
"extended-ssrf-search","28.680f815","blackarch-webapp","https://github.com/Damian89/extended-ssrf-search"
"extracthosts","17.8fdff9e","blackarch-misc","https://github.com/bwall/ExtractHosts"
"extractusnjrnl","7.362d4290","blackarch-forensic","https://github.com/jschicht/ExtractUsnJrnl"
"eyeballer","143.5299227","blackarch-misc","https://github.com/BishopFox/eyeballer"
"eyepwn","1.0","blackarch-exploitation","http://www.pentest.co.uk"
"eyewitness","1159.8a21526","blackarch-webapp","https://github.com/ChrisTruncer/EyeWitness"
"f-scrack","19.9a00357","blackarch-cracker","https://github.com/ysrc/F-Scrack"
"facebash","17.95c3c25","blackarch-social","https://github.com/thelinuxchoice/facebash"
"facebookosint","21.656a04a","blackarch-social","https://github.com/tomoneill19/facebookOSINT"
"facebot","23.57f6025","blackarch-recon","https://github.com/pun1sh3r/facebot"
"facebrok","33.0f6fe8d","blackarch-social","https://github.com/PowerScript/facebrok"
"facebrute","7.ece355b","blackarch-cracker","https://github.com/emerinohdz/FaceBrute"
"factordb-pycli","1.3.0","blackarch-crypto","https://github.com/ryosan/factordb-pycli"
"fakeap","0.3.2","blackarch-honeypot","http://www.blackalchemy.to/project/fakeap/"
"fakedns","118.39609da","blackarch-proxy","https://github.com/Crypt0s/FakeDns"
"fakemail","1.0","blackarch-misc","http://sourceforge.net/projects/fakemail/"
"fakenet-ng","304.2e3e99e","blackarch-malware","https://github.com/fireeye/flare-fakenet-ng"
"fakenetbios","7.b83701e","blackarch-spoof","https://github.com/mubix/FakeNetBIOS"
"fang","22.4f94552","blackarch-cracker","https://github.com/evilsocket/fang"
"faradaysec","12702.d1d507736","blackarch-scanner","http://www.faradaysec.com/"
"fastnetmon","v1.1.4.r62.g780aff3","blackarch-defensive","https://github.com/pavel-odintsov/fastnetmon"
"fav-up","54.089aa11","blackarch-recon","https://github.com/pielco11/fav-up"
"favfreak","27.8acea5e","blackarch-recon","https://github.com/devanshbatham/FavFreak"
"fbht","70.d75ae93","blackarch-webapp","https://github.com/chinoogawa/fbht"
"fbi","28.0f94e99","blackarch-social","https://github.com/xHak9x/fbi"
"fbid","16.1b35eb9","blackarch-recon","https://github.com/guelfoweb/fbid"
"fcrackzip","1.0","blackarch-cracker","http://oldhome.schmorp.de/marc/fcrackzip.html"
"fdsploit","26.4522f53","blackarch-webapp","https://github.com/chrispetrou/FDsploit"
"featherduster","191.9229158","blackarch-crypto","https://github.com/nccgroup/featherduster"
"fern-wifi-cracker","301.eff2eb7","blackarch-wireless","http://code.google.com/p/fern-wifi-cracker/"
"fernflower","763.ef5c2ee","blackarch-decompiler","https://github.com/fesh0r/fernflower"
"fernmelder","8.030212e","blackarch-scanner","https://github.com/stealth/fernmelder"
"feroxbuster","v2.11.0.r1.g3b0e530","blackarch-webapp","https://github.com/epi052/feroxbuster"
"ffm","129.6337eaf","blackarch-exploitation","https://github.com/JusticeRage/FFM"
"ffuf","v2.1.0.r3.gde9ac86","blackarch-webapp","https://github.com/ffuf/ffuf"
"ffuf-scripts","1.2192bf7","blackarch-misc","https://github.com/ffuf/ffuf-scripts"
"fgscanner","11.893372c","blackarch-scanner","http://www.fantaghost.com/fgscanner"
"fhttp","1.3","blackarch-webapp","http://packetstormsecurity.com/files/104315/FHTTP-Attack-Tool.3.html"
"fi6s","195.1380b86","blackarch-scanner","https://github.com/sfan5/fi6s"
"fierce","135.f32f639","blackarch-recon","https://github.com/mschwager/fierce"
"fiked","0.0.5","blackarch-honeypot","http://www.roe.ch/FakeIKEd"
"filebuster","95.f2b04c7","blackarch-webapp","https://github.com/henshin/filebuster"
"filefuzz","1.0","blackarch-windows","http://www.fuzzing.org/"
"filegps","90.03cbc75","blackarch-webapp","https://github.com/0blio/fileGPS"
"fileintel","33.a0bff38","blackarch-malware","https://github.com/keithjjones/fileintel"
"filibuster","167.c54ac80","blackarch-networking","https://github.com/subinacls/Filibuster"
"fimap","1.00","blackarch-exploitation","http://code.google.com/p/fimap/"
"finalrecon","194.f1abf5a","blackarch-recon","https://github.com/thewhiteh4t/FinalRecon"
"find-dns","0.1","blackarch-scanner","https://packetstormsecurity.com/files/132449/Find-DNS-Scanner.html"
"find3","604.5964026","blackarch-misc","https://github.com/schollz/find3"
"findmyhash","1.1.2","blackarch-crypto","https://code.google.com/archive/p/findmyhash/"
"findmyiphone","19.aef3ac8","blackarch-mobile","https://github.com/manwhoami/findmyiphone"
"findomain","9.0.4","blackarch-recon","https://github.com/Findomain/Findomain"
"findsploit","87.3e61d8d","blackarch-automation","https://github.com/1N3/findsploit"
"fingerprinter","480.105ab04","blackarch-webapp","https://github.com/erwanlr/Fingerprinter"
"firecat","6.b5205c8","blackarch-networking","https://github.com/BishopFox/firecat"
"firefox-decrypt","1.1.1.r5.g8a5fdeb","blackarch-forensic","https://github.com/unode/firefox_decrypt"
"firefox-security-toolkit","16.31dacf0","blackarch-misc","https://github.com/mazen160/Firefox-Security-Toolkit"
"fireprox","51.a6e1300","blackarch-proxy","https://github.com/ustayready/fireprox"
"firewalk","5.0","blackarch-fuzzer","http://packetfactory.openwall.net/projects/firewalk/"
"firmwalker","101.23ff299","blackarch-firmware","https://github.com/craigz28/firmwalker"
"firmware-mod-kit","149.8403a17","blackarch-firmware","https://github.com/rampageX/firmware-mod-kit"
"firstexecution","6.a275793","blackarch-exploitation","https://github.com/nccgroup/firstexecution"
"firstorder","8.107eb6a","blackarch-sniffer","https://github.com/tearsecurity/firstorder"
"fl0p","0.1","blackarch-fingerprint","http://lcamtuf.coredump.cx/"
"flare","0.6","blackarch-misc","http://www.nowrap.de/flare.html"
"flare-floss","v3.1.1.r27.gc84b361","blackarch-malware","https://github.com/mandiant/flare-floss"
"flashlight","109.90d1dc5","blackarch-recon","https://github.com/galkan/flashlight"
"flashscanner","11.6815b02","blackarch-scanner","https://github.com/riusksk/FlashScanner"
"flashsploit","23.c465a6d","blackarch-exploitation","https://github.com/thewhiteh4t/flashsploit"
"flask-session-cookie-manager2","v1.2.1.1.r12.ga2b1b57","blackarch-webapp","https://noraj.github.io/flask-session-cookie-manager/"
"flask-session-cookie-manager3","v1.2.1.1.r12.ga2b1b57","blackarch-webapp","https://noraj.github.io/flask-session-cookie-manager/"
"flask-unsign","v1.2.0.r2.ge934573","blackarch-cracker","https://github.com/Paradoxis/Flask-Unsign"
"flasm","1.62","blackarch-reversing","http://www.nowrap.de/flasm.html"
"flawfinder","2.0.19","blackarch-code-audit","https://dwheeler.com/flawfinder/"
"flowinspect","97.34759ed","blackarch-networking","https://github.com/7h3rAm/flowinspect"
"flunym0us","2.0","blackarch-scanner","http://code.google.com/p/flunym0us/"
"fluxion","v4.10.r240.g4f461a4","blackarch-social","https://github.com/FluxionNetwork/fluxion"
"flyr","76.4926ecc","blackarch-fuzzer","https://github.com/zznop/flyr"
"fockcache","10.3e7efa9","blackarch-webapp","https://github.com/tismayil/fockcache"
"forager","115.7439b0a","blackarch-recon","https://github.com/byt3smith/Forager"
"foremost","1.5.7","blackarch-forensic","http://foremost.sourceforge.net/"
"foresight","57.6f48984","blackarch-crypto","https://github.com/ALSchwalm/foresight"
"forkingportscanner","1","blackarch-scanner","http://magikh0e.xyz/"
"formatstringexploiter","107.2810293","blackarch-exploitation","https://github.com/Owlz/formatStringExploiter"
"fortiscan","0.7.r7.gd54faa0","blackarch-scanner","https://github.com/anasbousselham/fortiscan"
"fpdns","109.655bfa7","blackarch-fingerprint","https://github.com/kirei/fpdns"
"fping","5.2","blackarch-networking","https://www.fping.org/"
"fport","2.0","blackarch-windows","http://www.foundstone.com/us/resources/proddesc/fport.htm"
"fprotlogparser","1","blackarch-malware","http://magikh0e.xyz/"
"fraud-bridge","10.775c563","blackarch-tunnel","https://github.com/stealth/fraud-bridge"
"fred","0.1.1","blackarch-windows","https://www.pinguin.lu/fred"
"freeipmi","1.6.14","blackarch-networking","https://www.gnu.org/software/freeipmi"
"freeradius","3.2.6","blackarch-wireless","https://freeradius.org/"
"freewifi","30.1cb752b","blackarch-wireless","https://github.com/kylemcdonald/FreeWifi"
"frida","12.6.8","blackarch-reversing","https://pypi.org/project/frida/#files"
"frida-extract","13.abb3f14","blackarch-reversing","https://github.com/OALabs/frida-extract"
"frida-ios-dump","53.56e99b2","blackarch-mobile","https://github.com/AloneMonkey/frida-ios-dump"
"fridump","23.3e64ee0","blackarch-forensic","https://github.com/Nightbringer21/fridump"
"frisbeelite","1.2","blackarch-fuzzer","https://github.com/nccgroup/FrisbeeLite"
"fs-exploit","3.28bb9bb","blackarch-exploitation","https://github.com/miaouPlop/fs"
"fs-nyarl","1.0","blackarch-scanner","http://www.fulgursecurity.com/en/content/fs-nyarl"
"fscan","1.8.4.r5.g3dfd2e9","blackarch-scanner","https://github.com/shadow1ng/fscan"
"fsnoop","3.4","blackarch-scanner","http://vladz.devzero.fr/fsnoop.php"
"fssb","73.51d2ac2","blackarch-defensive","https://github.com/adtac/fssb"
"fstealer","0.1","blackarch-automation","http://packetstormsecurity.com/files/106450/FStealer-Filesystem-Mirroring-Tool.html"
"ftester","1.0","blackarch-fuzzer","http://www.inversepath.com/ftester.html"
"ftp-fuzz","1337","blackarch-fuzzer","http://nullsecurity.net/tools/fuzzer.html"
"ftp-scanner","0.2.5","blackarch-cracker","http://wayreth.eu.org/old_page/"
"ftp-spider","1.0","blackarch-scanner","http://packetstormsecurity.com/files/35120/ftp-spider.pl.html"
"ftpmap","52.cbeabbe","blackarch-fingerprint","http://wcoserver.googlecode.com/files/"
"ftpscout","12.cf1dff1","blackarch-scanner","https://github.com/RubenRocha/ftpscout"
"fuddly","569.fd2c4d0","blackarch-fuzzer","https://github.com/k0retux/fuddly"
"fusil","1.5","blackarch-fuzzer","http://bitbucket.org/haypo/fusil/wiki/Home"
"fuxploider","140.ec8742b","blackarch-webapp","https://github.com/almandin/fuxploider"
"fuzzap","17.057002b","blackarch-wireless","https://github.com/lostincynicism/FuzzAP"
"fuzzball2","0.7","blackarch-fuzzer","http://nologin.org/"
"fuzzbunch","32.2b76c22","blackarch-exploitation","https://github.com/mdiazcl/fuzzbunch-debian"
"fuzzdb","475.5656ab2","blackarch-fuzzer","https://github.com/fuzzdb-project/fuzzdb"
"fuzzdiff","1.0","blackarch-fuzzer","http://vsecurity.com/resources/tool"
"fuzzowski","41.e39f665","blackarch-fuzzer","https://github.com/nccgroup/fuzzowski"
"fuzztalk","1.0.0.0","blackarch-windows","https://code.google.com/p/fuzztalk"
"g72x++","1","blackarch-wireless","http://www.ps-auxw.de/"
"gadgetinspector","6.ac7832d","blackarch-decompiler","https://github.com/JackOfMostTrades/gadgetinspector"
"gadgettojscript","20.005cb8b","blackarch-exploitation","https://github.com/med0x2e/GadgetToJScript"
"galleta","20040505_1","blackarch-forensic","http://www.jonesdykstra.com/"
"gasmask","172.2527371","blackarch-recon","https://github.com/twelvesec/gasmask"
"gatecrasher","2.3ad5225","blackarch-recon","https://github.com/michaeltelford/gatecrasher"
"gau","167.5d4e127","blackarch-webapp","https://github.com/lc/gau/"
"gcat","29.39b266c","blackarch-malware","https://github.com/byt3bl33d3r/gcat"
"gcpbucketbrute","17.6866bd2","blackarch-scanner","https://github.com/RhinoSecurityLabs/GCPBucketBrute"
"gcrypt","32.d3f9f06","blackarch-crypto","https://gitlab.com/GasparVardanyan/gcrypt"
"gdb","15.2","blackarch-debugger","https://www.gnu.org/software/gdb/"
"gdb-common","15.2","blackarch-debugger","https://www.gnu.org/software/gdb/"
"gdbgui","437.be95217","blackarch-debugger","https://github.com/cs01/gdbgui"
"gene","78.faf8cc0","blackarch-windows","https://github.com/0xrawsec/gene"
"genisys","53.d53bb0c","blackarch-social","https://github.com/ahayder/Genisys"
"genlist","0.1","blackarch-misc",""
"geoedge","0.2","blackarch-recon",""
"geoip","1.6.12","blackarch-networking","https://www.maxmind.com/app/c"
"geoipgen","0.4","blackarch-misc","http://code.google.com/p/geoipgen/"
"gerix-wifi-cracker","1.1c3cd73","blackarch-wireless","https://github.com/TigerSecurity"
"gethsploit","3.144778b","blackarch-scanner","https://github.com/KarmaHostage/gethspoit"
"getsids","0.0.1","blackarch-database","http://www.cqure.net/wp/getsids/"
"getsploit","37.bcab2ee","blackarch-exploitation","https://github.com/vulnersCom/getsploit"
"gf","39.dcd4c36","blackarch-misc","https://github.com/tomnomnom/gf"
"gg-images","35.b2dd863","blackarch-social","https://codeberg.org/nanoory/gg_images"
"gggooglescan","0.4","blackarch-scanner","http://www.morningstarsecurity.com/research/gggooglescan"
"gh-dork","3.799f86f","blackarch-recon","https://github.com/molly/gh-dork"
"ghauri","1.3.9.r0.g67b43f0","blackarch-webapp","https://github.com/r0oth3x49/ghauri"
"ghettotooth","1.0","blackarch-bluetooth","http://www.oldskoolphreak.com/tfiles/ghettotooth.txt"
"ghidra","11.0.3","blackarch-reversing","https://ghidra-sre.org/"
"ghost-phisher","1.62","blackarch-scanner","http://code.google.com/p/ghost-phisher"
"ghost-py","2.0.0","blackarch-webapp","http://jeanphix.github.com/Ghost.py/"
"ghostdelivery","32.a23ed5a","blackarch-exploitation","https://github.com/s1egesystems/GhostDelivery"
"ghostpack","123.20a5f0a","blackarch-windows","https://github.com/r3motecontrol/Ghostpack-CompiledBinaries"
"gibberish-detector","v0.1.1.r2.gecac969","blackarch-misc","https://github.com/domanchi/gibberish-detector"
"girsh","v0.41.r0.gfc5b44e","blackarch-networking","https://github.com/nodauf/Girsh"
"giskismet","20110805","blackarch-wireless","http://www.giskismet.org"
"git-dump","7.4c9a2a9","blackarch-scanner","https://github.com/bahamas10/node-git-dump"
"git-dumper","1.0.6.r14.g2d6fa4f","blackarch-scanner","https://github.com/arthaud/git-dumper"
"git-hound","174.1d20536","blackarch-recon","https://github.com/tillson/git-hound"
"git-wild-hunt","16.6495672","blackarch-recon","https://github.com/d1vious/git-wild-hunt"
"gitdorker","113.8199375","blackarch-recon","https://github.com/obheda12/GitDorker"
"gitdump","1.682fa37","blackarch-webapp","https://github.com/Ebryx/GitDump"
"gitem","104.d40a1c9","blackarch-recon","https://github.com/mschwager/gitem"
"gitgraber","82.aab4839","blackarch-recon","https://github.com/hisxo/gitGraber"
"githack","16.a3d70b1","blackarch-recon","https://github.com/lijiejie/githack"
"githound","v1.7.1.r15.g1d20536","blackarch-code-audit","https://github.com/tillson/git-hound"
"github-dorks","82.d50a677","blackarch-recon","https://github.com/techgaun/github-dorks"
"githubcloner","35.2bcb9c2","blackarch-misc","https://github.com/mazen160/GithubCloner"
"gitleaks","8.20.0","blackarch-recon","https://github.com/gitleaks/gitleaks"
"gitmails","71.8aa8411","blackarch-recon","https://github.com/giovanifss/gitmails"
"gitminer","54.16ada58","blackarch-recon","https://github.com/danilovazb/GitMiner"
"gitrecon","30.6467e78","blackarch-recon","https://github.com/GONZOsint/gitrecon"
"gitrob","7.7be4c53","blackarch-scanner","http://michenriksen.com/blog/gitrob-putting-the-open-source-in-osint/"
"gittools","70.7cac63a","blackarch-webapp","https://github.com/internetwache/GitTools"
"gloom","93.cd6e927","blackarch-scanner","https://github.com/StreetSec/Gloom-Framework"
"glue","380.8703380","blackarch-automation","https://github.com/OWASP/glue"
"gmsadumper","18.e03187c","blackarch-misc","https://github.com/micahvandeusen/gMSADumper"
"gnuradio","3.10.11.0","blackarch-wireless","https://gnuradio.org"
"gnutls2","2.12.23","blackarch-crypto","http://gnutls.org/"
"go-windapsearch","v0.3.0.r22.ged05587","blackarch-recon","https://github.com/ropnop/go-windapsearch"
"gobd","82.3bbd17c","blackarch-backdoor","https://github.com/razc411/GoBD"
"gobuster","367.308cf9f","blackarch-webapp","https://github.com/OJ/gobuster"
"gocabrito","4.33ac59a","blackarch-social","https://github.com/KINGSABRI/goCabrito"
"goddi","1.2","blackarch-recon","https://github.com/NetSPI/goddi"
"goldeneye","28.792862f","blackarch-dos","https://github.com/jseidl/GoldenEye"
"golismero","73.7d605b9","blackarch-webapp","https://github.com/golismero/golismero"
"gomapenum","v1.1.0.r110.g8b344df","blackarch-cracker","https://github.com/nodauf/GoMapEnum"
"goodork","2.2","blackarch-recon","http://goo-dork.blogspot.com/"
"goofile","1.5","blackarch-recon","https://code.google.com/p/goofile/"
"goofuzz","1.2.5.r2.g6ba4cc5","blackarch-fuzzer","https://github.com/m3n0sd0n4ld/GooFuzz"
"goog-mail","1.0","blackarch-recon","http://www.darkc0de.com/others/goog-mail.py"
"google-explorer","140.0b21b57","blackarch-automation","https://github.com/anarcoder/google_explorer"
"googlesub","14.a7a3cc7","blackarch-recon","https://github.com/zombiesam/googlesub"
"goohak","31.815a31e","blackarch-recon","https://github.com/1N3/Goohak"
"goop","12.39b34eb","blackarch-recon","https://github.com/s0md3v/goop"
"goop-dump","71.3c15d60","blackarch-webapp","https://github.com/nyancrimew/goop"
"gooscan","1.0.9","blackarch-automation","http://johnny.ihackstuff.com/downloads/task,doc_details&Itemid=/gid,28/"
"gopherus","33.90a2fd5","blackarch-webapp","https://github.com/tarunkant/Gopherus"
"gophish","815.95618469","blackarch-social","https://github.com/gophish/gophish"
"goshs","0.3.8","blackarch-misc","https://github.com/patrickhener/goshs"
"gosint","196.9c86ed2","blackarch-recon","https://github.com/Nhoya/gOSINT"
"gospider","108.f6cc9a7","blackarch-webapp","https://github.com/jaeles-project/gospider"
"gostringsr2","1.1.2","blackarch-reversing","https://github.com/CarveSystems/gostringsr2"
"gowitness","451.a433caa","blackarch-webapp","https://github.com/sensepost/gowitness"
"gplist","1.0","blackarch-windows","https://vidstromlabs.com/freetools/gplist/"
"gpocrack","3.cf63c86","blackarch-cracker","https://github.com/MartinIngesen/gpocrack"
"gpredict","1647.91a4a3f","blackarch-radio","http://gpredict.oz9aec.net/"
"gps-sdr-sim","221.89540d4","blackarch-radio","https://github.com/osqzss/gps-sdr-sim"
